pub_date,description,sentiment
2024-11-11 11:00:00,셀트리온413 <SK하이닉스>319 고려아연305 삼성전자228 POSCO홀딩스156 삼성물산114 KB금융064 신한지주053이 파란불을 켰다 다만 LG에너지솔루션59은 5 이상 급등 중이다 미국,0
2024-11-11 11:00:00,미국 기업은 물론 삼성전자와 <SK하이닉스> TSMC 등 세계 주요 반도체 기업이 미국에 공장을 짓는 대가로 보조금을 받을 예정이다 미국 상무부는 지난 4월 반도체법에 따라 TSMC에 애리조나주 반도체 공장 설립 보조금,0
2024-11-11 11:00:00,이는 시가총액 2위 <SK하이닉스> 주가도 끌어내렸다 지난 주 20만닉스를 회복했던 <SK하이닉스> 주가는 이날 329 내린 19만3900원에 거래 중이다 다만 증권가에서는 현재 삼성전자의 주가가 저평가 됐다고 판단하고,2
2024-11-11 11:00:00,아울러 국내 증시에서는 코스피 버금주인 <SK하이닉스> 시가총액과도 맞먹는다 지난 2019년 말 84억 달러 규모였던 서학개미의 미국주식 보관금액은 2020년 373억3500만 달러 2021년 677억7900만 달러 2022년 442억2900만,0
2024-11-11 11:00:00,한편 메모리 시장 내 주도권은 <SK하이닉스>가 굳건하다 김 연구원은 고부가 DRAM 시장에서 독보적인 위치를 선점했고 경쟁사 대비 우수한 수익성으로 차별화된 실적 흐름이 확인되고 있다며 2025년에도 메모리 업종,1
2024-11-11 11:00:00,<SK하이닉스>가 HBM 시장에서 확고한 지위를 확보한 것과 달리 삼성전자는 HBM 밸류체인에서 소외되며 후발 주자의 위치가 됐다 김광진 한화증권 연구원은 내년 메모리 시장의 수요 디커플링이 심화하면서 업황이 둔화,2
2024-11-11 11:00:00,<SK하이닉스>도 이날 전 거래일 대비 060 하락한 19만 9300원에 거래를 시작해 장 초반 339까지 낙폭을 키웠다 방산과 조선 등 트럼프 트레이트의 수혜를 받을 것으로 예상되는 종목으로 투자자들이 쏠리는 가운데,2
2024-11-11 11:00:00,이날 <SK하이닉스> 또한 전 거래일보다 329 하락한 19만3천900원에 거래되고 있다 신석환 대신증권 연구원은 반도체 섹터는 트럼프 대통령 당선 이후 반도체 지원법 개정 중국향 반도체 수출 규제 심화 등의 우려가,2
2024-11-11 11:00:00,이 역은 판교와 강남을 15분 내로 연결할 수 있으며 <SK하이닉스>가 있는 이천역과도 20분 거리로 접근 가능하다 정부의 GTXD 노선 계획에 포함된 수광선이 개통되면 경기 광주역은 더욱 발전된 교통 허브로 자리매김할,1
2024-11-11 11:00:00,<SK하이닉스>도 264 하락한 19만5천200원을 기록하며 20만원 아래로 떨어졌다미국 대선에서 도널드 트럼프 전 대통령이 재집권할 가능성이 거론되면서 미국 우선주의 정책이 강화될 것이라는 전망이 나오고 있다,2
2024-11-11 11:00:00,특히 장 초반 삼성전자와 <SK하이닉스> 등 반도체주를 중심으로 하방압력을 강하게 받는 모습이다 코스피지수는 11일 오전 10시 45분 기준으로 현재 전 거래일보다 2014포인트079 내린 254101을 기록했다,2
2024-11-11 11:00:00,시가총액 상위 종목 중 삼성전자228가 장중 5만5천500원까지 내리며 52주 신저가를 경신했으며 <SK하이닉스>319도 20만닉스를 내준 상태다 아울러 셀트리온397 기아022 KB금융097,2
2024-11-11 11:00:00,<SK하이닉스>도 299 내린 19만4500원을 기록해 20만원 선을 또 내어줬다 반도체 산업은 트럼프 당선 이후 불확실성이 커진 대표적 산업군으로 거론된다 트럼프 당선인이 유세 과정에서 조 바이든 행정부의 반도체,2
2024-11-11 11:00:00,11일 반도체업계에 따르면 삼성전자가 올해 초 품질 승인을 완료한 <SK하이닉스>와 마이크론에 이어 후발주자로 엔비디아 공급망 진입이 임박했다 현재 엔비디아향 8단 HBM3E의 공급을 위한 막바지 준비작업이,0
2024-11-11 10:00:00,삼성전자246 <SK하이닉스>329 셀트리온424 POSCO홀딩스234 등은 상대적으로 낙폭이 크다 반면 LG에너지솔루션489 현대모비스266 등은 오름세다 같은 시각 현재 코스닥지수는 전거래일대비,0
2024-11-11 12:00:00,특히 트럼프 당선인의 경우 후보시절부터 미국의 반도체 지원법을 지속적으로 비판해온만큼 향후 삼성전자와 <SK하이닉스>가 받을 보조금 규모가 축소될 가능성도 있는 상황이다 김용석 가천대학교 석좌교수는,2
2024-11-11 12:00:00,이어서 매수 순위는 LG에너지솔루션373220 펩트론087010 삼성SDI006400 한화인더스트리얼솔루션즈489790 <SK하이닉스>000660 KODEX 레버리지122630 유한양행000100 순으로 많았다 매도는 LG에너지솔루션373220,0
2024-11-11 12:00:00,최첨단 기술인 EUV Lithography 분야는 삼성전자 양유신 펠로우Fellow가 최신 메모리 기술은 에스케이<SK하이닉스> 길덕신 부사장이 반도체 제조 핵심기술인 원자층 증착ALD 분야는 노스 캐롤라이나North,0
2024-11-11 13:00:00,경쟁사 <SK하이닉스>는 HBM 시장에서 확고한 지위를 확보하며 엔비디아 등 주요 고객사에 공급하고 있지만 삼성전자는 후발 주자로 밀려난 상태다 김운호 IBK투자증권 연구원은 HBM을 엔비디아에 공급하지 못한 것이,2
2024-11-11 13:00:00,미국 기업은 물론 삼성전자와 <SK하이닉스> TSMC 등 세계 주요 반도체 기업이 미국에 공장을 짓는 대가로 보조금을 받을 예정이다 미국 상무부는 지난 4월 반도체법에 따라 TSMC에 애리조나주 반도체 공장 설립,0
2024-11-11 13:00:00,삼성전자와 <SK하이닉스>도 미국 정부의 보조금을 발판으로 현지 생산 체제를 강화해왔으나 당분간 불확실성이 커질 전망이다 삼성전자는 현재 텍사스주에 테일러 공장을 짓고 있는데 4나노와 2나노 공정을 위한,0
2024-11-11 13:00:00,이에 반도체를 생산하는 삼성과 <SK하이닉스> 같은 기업들은 양국의 요구에 부응하기 위해 공급망을 다양화하는 등의 선제적 조처를 해야 할 필요가 있다 또한 트럼프는 지속해서 한국의 방위비 부담 증가를 주장해 왔다,0
2024-11-11 13:00:00,이에 따라 미국 기업은 물론 삼성전자와 <SK하이닉스> TSMC 등 주요 반도체 기업이 미국에 공장을 짓는 대가로 보조금을 받을 예정입니다 하지만 트럼프 당선인은 대선 기간 반도체법을 비판하며 반도체에 매우 높은,0
2024-11-11 13:00:00,삼성전자005930와 <SK하이닉스>000660가 3대 하락하며 장중 동반 약세를 보이고 있다 도널드 트럼프 전 대통령의 재선으로 반도체법 등 불확실성이 커진 여파다 한국거래소에 따르면 11일 낮 12시50분 기준,2
2024-11-11 13:00:00,81 등이 하락세다 반면 운수장비198 등이 상승세다 시가총액 상위종목별로 삼성전자29 <SK하이닉스>28 등이 하락세다 반면 LG에너지솔루션50 등이 상승세다 코스피 동학개미,0
2024-11-11 13:00:00,<SK하이닉스> 역시 전 거래일 대비 장중 34 이상 밀리며 20만원선을 힘 없이 내줬다이날 시가총액 상위 반도체주 중심 급락세를 두고 증권가에서는 TSMC발發 불똥이 튄 거란 해석을 내놨다 앞서 지난 10일 대만 TSMC는,2
2024-11-11 13:00:00,도내 20개 학생팀 참가 단양고 지구를 지켜조팀에클레시아팀 수상 쾌거 충북일보 단양고등학교가 충청북도교육청 환경교육센터에서 최근 열린 <SK하이닉스> 주관 푸른 지구 사이언스 경진대회에서 최우수상과,0
2024-11-11 11:00:00,셀트리온이 4 넘게 하락 중이고 <SK하이닉스>314 삼성전자246 삼성전자우212 KB금융139 신한지주106 등이 약세다 반면 LG에너지솔루션은 5 넘게 강세고 현대차172 삼성바이오로직스010,2
2024-11-11 14:00:00,국내에서는 <SK하이닉스>와 삼성전자 LG에너지솔루션 삼성바이오로직스 현대자동차 등 각 산업을 대표하는 회사들이 참여해 기업설명회를 열었다 해외에서는 미국 전기차 업체 테슬라Tesla 대만의 펩리스,0
2024-11-11 14:00:00,각 도시의 앵커기업으로 꼽히는 삼성전자와 <SK하이닉스>의 실적과 전망이 판이해서다 평택이 경기도 미분양 최다지역의 오명을 썼다 경기도 미분양아파트 현황에 따르면 9월 말 기준 평택시의 미분양은 2847가구다,2
2024-11-11 14:00:00,국내에서는 <SK하이닉스>와 삼성전자 현대자동차 등이 해외에서는 테슬라 대만의 펩리스 반도체 회사 에이데이타Adata 등이 참석해 약 380건의 기업 미팅이 열린다 아울러 미국의 소형모듈원전 기업 오클로의,0
2024-11-11 14:00:00,국내에서는 <SK하이닉스>와 삼성전자 LG에너지솔루션 삼성바이오로직스 현대자동차 등 각 산업을 대표하는 회사들이 참여해 기업설명회를 열었다 해외에서는 미국 전기차 업체 테슬라Tesla 대만의 펩리스,0
2024-11-11 14:00:00,반도체 투톱인 삼성전자와 <SK하이닉스> 주가가 3대 하락하며 동반 약세를 보이고 있다 11일 오후 1시 50분 현재 삼성전자는 전일 대비 1900원333 하락한 5만5100원에 거래되고 있다 주가는 장중 5만5000원까지,2
2024-11-11 14:00:00,국내에서는 <SK하이닉스>와 삼성전자 LG에너지솔루션 삼성바이오로직스 현대자동차 등 각 산업을 대표하는 회사들이 참여해 기업설명회를 열었다 해외에서는 미국 전기차 업체 테슬라Tesla 대만의 펩리스,0
2024-11-11 14:00:00,국내에서는 <SK하이닉스>와 삼성전자 LG에너지솔루션 삼성바이오로직스 현대자동차 등 각 산업을 대표하는 회사들이 참여해 기업설명회를 열었다 해외에서는 미국 전기차 업체 테슬라Tesla 대만의 펩리스,0
2024-11-11 14:00:00,KIS 글로벌 투자자 콘퍼런스Global Investors Conference 2024를 개최한다고 11일 밝혔다 이번 컨퍼런스는 삼성전자와 <SK하이닉스> 테슬라 등 국내외 73개 기업과 글로벌 기관투자자 280여 명이 참석했다,0
2024-11-11 14:00:00,국내에서는 <SK하이닉스>와 삼성전자 LG에너지솔루션 삼성바이오로직스 현대자동차 등 각 산업을 대표하는 회사들이 참여해 기업설명회를 열었다 해외에서는 미국 전기차 업체 테슬라Tesla 대만의,0
2024-11-11 14:00:00,국내에선 <SK하이닉스>와 삼성전자 LG에너지솔루션 삼성바이오로직스 현대자동차 등 각 산업을 대표하는 회사들이 참여해 기업설명회를 열었다 해외에서는 미국 전기차 업체 테슬라Tesla 대만의 펩리스,0
2024-11-11 14:00:00,국내에서는 <SK하이닉스>와 삼성전자 LG에너지솔루션 삼성바이오로직스 현대자동차 등 각 산업을 대표하는 회사들이 참여해 기업설명회를 열었다 해외에서는 미국 전기차 업체 테슬라Tesla 대만의 펩리스,0
2024-11-11 14:00:00,AI 데이터센터 테스트베드에는 엔비디아 <SK하이닉스> 고대역폭메모리HBM을 포함한 첨단 AI 반도체와 차세대 액체 냉각 솔루션들을 결집한다 현재 가장 많은 IDC를 보유하고 있는 KT는 자회사인 KT클라우드를 통해,0
2024-11-11 14:00:00,국내에서는 <SK하이닉스>와 삼성전자 LG에너지솔루션 삼성바이오로직스 현대자동차 등 각 산업을 대표하는 회사들이 참여해 기업설명회를 열었다 해외에서는 미국 전기차 업체 테슬라Tesla 대만의 펩리스,0
2024-11-11 14:00:00,지금 <SK하이닉스>는 정말 훌륭한 회사가 됐습니다마는 2000년대 초중반까지만 해도 그것도 부도 위험이 있었던 회사거든요 지금 비교하는 건 온당치 않습니다마는 그거는 많은 기업들이 서로 간에 어떻게 보면 막 경쟁을,1
2024-11-11 14:00:00,단지 인근에는 <SK하이닉스> 본사를 비롯해 오비맥주 하이트진로 비테스코 테크놀로지스 코리아 AT 세미콘 팔도 등의 다수의 대기업 및 중견중소기업이 있어 풍부한 배후 수요를 갖췄다 선호도가 높은 남향 위주의,0
2024-11-11 14:00:00,최첨단 기술인 EUV Lithography 분야는 삼성전자 양유신 펠로우Fellow가 최신 메모리 기술은 에스케이<SK하이닉스> 길덕신 부사장이 반도체 제조 핵심기술인 원자층 증착ALD 분야는 노스 캐롤라이나North,0
2024-11-11 14:00:00,한편 이날 개막식에는 유인촌 문화체육관광부 장관과 장미란 차관 송진수 한국핸드볼연맹 부총재 김동섭 <SK하이닉스> 사장 박현 한국핸드볼연맹 부총재 박창훈 신한카드 부사장 조현재 국민체육진흥공단 이사장,0
2024-11-11 14:00:00,최첨단 기술인 EUV Lithography 분야는 삼성전자 양유신 펠로우Fellow가 최신 메모리 기술은 <SK하이닉스> 길덕신 부사장이 반도체 제조 핵심기술인 원자층 증착ALD 분야는 노스 캐롤라이나North Carolina,0
2024-11-11 14:00:00,칩스법은 TSMC를 비롯해 인텔 삼성전자 <SK하이닉스> 등 미국 내 연구제조시설을 짓는 반도체 기업들에 대규모 보조금을 지급하는 것이 골자다 아직 보조금 지급이 완료된 기업이 없어 칼자루는 트럼프 2기 행정부가,0
2024-11-11 14:00:00,반도체 호황으로 날고나는 회사 <SK하이닉스>K반도체의 중심엔 그들이 있다 그리고 그들의 노동환경 변화에는 노조가 있었다는데과연 어떻게 달라진걸까MZ가 말하는 우리노조 이야기  그리고생산직과 사무직 MBTI로,0
2024-11-11 14:00:00,김 정책위의장은 트럼프 정부가 들어서면 반도체 산업에 영향이 있을 수 있다는 전망이 있다면서도 대체로 <SK하이닉스>와 삼성전자가 투자를 많이 하고 해외시장 특히 미주 시장을 목표로 사업을 진행해 나가는 것으로,0
2024-11-11 14:00:00,시가총액 상위종목 중 삼성전자316 <SK하이닉스>319 셀트리온424 POSCO홀딩스234 등이 하락 거래 중이다 한편 이날 오후 1시 50분 현재 미국 나스닥100 선물은 025를 기록 중이다,2
2024-11-11 14:00:00,시가총액 상위 종목별로 보면 LG에너지솔루션502 현대차270 기아043 등이 오르고 셀트리온441 삼성전자333 <SK하이닉스>329 삼성전자우244 등은 약세다 같은 시각 코스닥은 전,0
2024-11-11 14:00:00,원삼면 용인 반도체 클러스터 일반산업단지는 반도체 소재 부품 장비업체가 모인 클러스터로로 <SK하이닉스>가 122조 원을 투자할 계획인데 내년 3월 첫 번째 팹Fab 공사가 시작될 예정이다 개발 계획이,0
2024-11-11 10:00:00,단양고등학교교장 이정도는 충북교육청환경교육센터에서 열린 <SK하이닉스> 주관 푸른지구 사이언스 경진대회에서 최우수상과 우수상을 수상하는 쾌거를 달성했다고 11일 밝혔다 푸른지구 사이언스 경진대회는,1
2024-11-11 10:00:00,삼성전자211 <SK하이닉스>264 삼성바이오로직스040 셀트리온375 삼성전자우191 기아011 KB금융161 신한지주106 주가는 떨어지고 있고 LG에너지솔루션640 현대차098 주가가,2
2024-11-11 15:00:00,시가총액 상위 10개 종목 가운데 LG에너지솔루션439 현대차369 기아172는 주가가 올랐으나 셀트리온408 <SK하이닉스>394 삼성전자351는 급락했다 업종별로는 통신업339 운수장비298,2
2024-11-11 15:00:00,시가총액 상위 종목에서는 LG에너지솔루션439 삼성바이오로직스030 현대차369 기아172 등이 강세를 보인 반면 삼성전자351 <SK하이닉스>394 삼성전자우254 셀트리온408 KB금융054,0
2024-11-11 15:00:00,이날 행사에는 한강지키기운동본부 이천지역본부를 비롯해 에스케이하이닉스 물길봉사대 관고중리 특히 에스케이하이닉스의 참여는 이번 행사에 지역사회와의 협력이라는 특별한 의미를 더했다 지역을 대표하는,1
2024-11-11 15:00:00,시가총액 상위 종목 중에서는 LG에너지솔루션439 현대차369 기아172 등이 강세를 보였고 셀트리온408 <SK하이닉스>394 삼성전자351 삼성전자우254등은 약세였다 같은 날 코스닥,0
2024-11-11 15:00:00,삼성전자와 <SK하이닉스>는 보조금을 받기로 하고 미국에서 천문학적 규모의 투자를 진행하고 있다 이들이 받기로 한 보조금은 삼성전자가 64억달러약 8조7600억원 <SK하이닉스>가 4억5000만달러약 6200억원에 달한다,0
2024-11-11 15:00:00,<SK하이닉스> 역시 394 급락했다 일론 머스크의 우주 기업 스페이스X에 공급할 배터리를 개발하고 있다는 소식에 LG에너지솔루션은 414 올랐다 업종별로는 통신업이 339로 전장 대비 가장 많이 올랐고 섬유,2
2024-11-11 15:00:00,반면 삼성전자351와 <SK하이닉스>394 셀트리온408 KB금융054 신한지주053 등은 내렸다 코스닥지수는 전일 대비 1454포인트196 내린 72884로 마감했다 이날 지수는 148포인트020 오른 744,2
2024-11-11 15:00:00,한국투자증권이 마련한 글로벌 투자자 콘퍼런스에 테슬라 삼성전자 <SK하이닉스> 등 국내외 73개 기업이 참석해 설명회를 열었으며 기관투자자 280여명도 참석했다 한국투자증권은 11일과 12일 이틀간 서울,0
2024-11-11 15:00:00,반대로 셀트리온408 <SK하이닉스>394 삼성전자351 POSCO홀딩스266 등은 약세를 보였다 코스닥은 전 거래일 대비 1454포인트196 내린 72884에 거래를 마쳤다 지수는 148포인트020 상승한 744,2
2024-11-11 15:00:00,국내에서는 <SK하이닉스>와 삼성전자 LG에너지솔루션 삼성바이오로직스 현대자동차 등 각 산업을 대표하는 회사들이 참여해 기업설명회를 열었다 해외에서는 미국 전기차 업체 테슬라Tesla 대만의 펩리스,0
2024-11-11 15:00:00,<SK하이닉스>가 HBM 시장에서 확고한 지위를 확보한 것과 달리 삼성전자는 HBM 밸류체인에서 소외되며 후발 주자의 위치가 됐다 김운호 IBK투자증권 연구원은 삼성전자의 올해 주가 부진은 HBM을 엔비디아로 공급하지,2
2024-11-11 15:00:00,국내에서는 <SK하이닉스>와 삼성전자 LG에너지솔루션 삼성바이오로직스 현대자동차 등 각 산업을 대표하는 회사들이 참여한다 해외에서는 미국 전기차 업체 테슬라Tesla 대만의 펩리스 반도체 회사 에이데이타,0
2024-11-11 15:00:00,다만 시총 1위와 2위인 삼성전자와 <SK하이닉스>가 각각 351와 394 급락했다 삼성전자는 5만5000원으로 마감해 52주 최저가 기록을 갈아치웠다 반면 LG에너지솔루션은 439 올랐다 테슬라의 최고경영자CEO 일론,2
2024-11-11 15:00:00,<SK하이닉스>000660 카카오035720 삼성SDI006400 삼성전자005930 SK034730 포스코인터내셔널047050은 3 넘게 떨어졌다 이와 달리 KT030200는 8 넘게 올랐다 삼성중공업010140 HD현대일렉트릭267260은 7대,2
2024-11-11 15:00:00,핵심요약 美 화웨이 제품에 TSMC 반도체 발견되자 공급 중단 명령 삼성전자에 공급 중단 요구하면 파운드리HBM 수출 타격 美 제재 강화되면 <SK하이닉스>도 中공장 운영 차질 불가피 세계 최대 파운드리반도체,0
2024-11-11 15:00:00,삼성전자  351  <SK하이닉스>  394  LG에너지솔루션  439  삼성바이오로직스  030  현대차  369  삼성전자우  254  기아  172  셀트리온  408  KB금융  054  신한지주  053,0
2024-11-11 15:00:00,국내에서는 <SK하이닉스>와 삼성전자 LG에너지솔루션 삼성바이오로직스 현대자동차 등 각 산업을 대표하는 회사들이 참여해 기업설명회를 열었다 해외에서는 미국 전기차 업체 테슬라 대만의 펩리스 반도체 회사,0
2024-11-11 15:00:00,국내에서는 <SK하이닉스>와 삼성전자 LG에너지솔루션 삼성바이오로직스 현대자동차 등 각 산업을 대표하는 회사들이 참여해 기업설명회를 열었다 해외에서는 미국 전기차 업체 테슬라Tesla 대만의,0
2024-11-11 15:00:00,반면 반도체 종목들은 트럼프 재선에 따른 지원금 감소 우려로 부진을 보였다 삼성전자가 351 하락하며 52주 신저가5만5000원를 경신했으며 <SK하이닉스>도 394 내린 19만2600원으로 장을 마쳤다,2
2024-11-11 15:00:00,국내에서는 <SK하이닉스>와 삼성전자 LG에너지솔루션 삼성바이오로직스 현대자동차 등 각 산업을 대표하는 회사들이 참여해 기업설명회를 열었다 해외에서는 미국 전기차 업체 테슬라Tesla 대만의 펩리스,0
2024-11-11 15:00:00,국내에선 <SK하이닉스>와 삼성전자 LG에너지솔루션 등 각 산업을 대표하는 회사들이 참여해 기업설명회를 개최했고 해외에선 미국 테슬라 대만 펩리스 반도체 회사 에이데이타 등이 참석했다 첫날인 11일에는 미국의,0
2024-11-11 15:00:00,35 등이 하락세다 반면 운수장비298 등이 상승세다 시가총액 상위종목별로 삼성전자35 <SK하이닉스>39 등이 하락세다 반면 LG에너지솔루션43 등이 상승세다 코스피 동학개미,0
2024-11-11 15:00:00,이번 콘퍼런스에 국내에서 <SK하이닉스> 삼성전자 LG에너지솔루션 삼성바이오로직스 현대자동차 등 각 산업 대표 회사가 참여해 기업설명회를 열었다 해외에서 미국 전기차 업체 테슬라 대만 팹리스 반도체 회사,0
2024-11-11 15:00:00,사진한국투자증권 삼성전자와 <SK하이닉스> 등 국내 대표 기업은 물론 테슬라 등 해외 유명 기업이 참여해 투자자와 만나는 장이 마련됐다 오늘과 내일 이틀간 계속되는 컨퍼런스에는 투자 확대를 위한 기업,0
2024-11-11 15:00:00,국내에서는 <SK하이닉스>와 삼성전자 LG에너지솔루션 삼성바이오로직스 현대자동차 등 각 산업을 대표하는 회사들이 참여해 기업설명회를 열었다 해외에서는 미국 전기차 업체 테슬라Tesla 대만의 펩리스,0
2024-11-11 15:00:00,이에 반면 삼성전자351 <SK하이닉스>394 셀트리온408 등은 각각 하락 마감했는데 상대적으로 낙폭이 컸다 삼성전자는 5만5000원까지 흘러내리면서 또다시 52주 최저가를 기록했다 코스닥지수는,2
2024-11-11 15:00:00,국내에서는 <SK하이닉스>와 삼성전자 LG에너지솔루션 삼성바이오로직스 현대차 등 각 산업을 대표하는 회사들이 참여해 기업설명회를 열었다 해외에서는 미국 전기차 업체 테슬라 대만의 펩리스 반도체 회사,0
2024-11-11 15:00:00,국내에서는 <SK하이닉스>와 삼성전자 LG에너지솔루션 삼성바이오로직스 현대자동차 등 각 산업을 대표하는 회사들이 참여해 기업설명회를 열었다 해외에서는 미국 전기차 업체 테슬라Tesla 대만의 펩리스,0
2024-11-11 15:00:00,국내에서는 <SK하이닉스>와 삼성전자 LG에너지솔루션 삼성바이오로직스 현대자동차 등 각 산업을 대표하는 회사들이 참여해 기업설명회를 열었다 해외에서는 미국 전기차 업체 테슬라Tesla 대만의 펩리스,0
2024-11-11 15:00:00,바이든 정부는 삼성전자에 64억 달러약 8조9000억원 <SK하이닉스>에 4억5000만 달러약 6200억원의 보조금을 책정한 상태다 조상현 한국무역협회 국제무역통상연구원장은 트럼프 2기 정부에서보조금 수혜 조건을,1
2024-11-11 15:00:00,국내에서는 <SK하이닉스> 삼성전자 LG에너지솔루션 삼성바이오로직스 현대자동차 등 각 산업을 대표하는 회사들이 참여해 기업설명회가 열리고 해외에서는 테슬라 에이데이타 등이 참석한다 컨퍼런스,0
2024-11-11 15:00:00,<SK하이닉스>는 인디애나주에 패키징 공장 건립을 위해 38억 7000만 달러약 5조 4000억 원를 투자하기로 했다 삼성과 SK는 배터리 부문 미국 투자도 이어가고 있다 삼성SDI는 인디애나주에서 스텔란티스와 2곳 GM과 1곳을,1
2024-11-11 15:00:00,국내에서는 <SK하이닉스> 삼성전자 LG에너지솔루션 삼성바이오로직스 현대자동차 등 각 산업을 대표하는 회사들이 참여해 기업설명회를 열었다 해외에서는 미국 전기차 업체 테슬라 대만 펩리스 반도체 회사,0
2024-11-11 15:00:00,반면 <SK하이닉스> 주식은 9582억원을 순매수했다 사진연합뉴스 매일일보  이재형 기자    외국인 투자자들이 삼성전자를 처분하고 <SK하이닉스>를 장바구니에 담고 있다 최근 3개월 간 가장 많이 처분한 종목이,0
2024-11-11 15:00:00,국내에서는 <SK하이닉스>와 삼성전자 LG에너지솔루션 삼성바이오로직스 현대자동차 등 각 산업을 대표하는 회사들이 참여해 기업설명회를 열었다 해외에서는 미국 전기차 업체 테슬라Tesla 대만의,0
2024-11-11 15:00:00,칩스법은 TSMC를 비롯해 인텔 삼성전자 <SK하이닉스> 등 미국 내 연구제조시설을 짓는 반도체 기업들에 대규모 보조금을 지급하는 것이 골자다 아직 보조금 지급이 완료된 기업이 없어 칼자루는 트럼프 2기 행정부가,0
2024-11-11 15:00:00,국내에서는 <SK하이닉스>와 삼성전자 LG에너지솔루션 삼성바이오로직스 현대자동차 등 각 산업을 대표하는 회사들이 참여해 기업설명회를 열었다 해외에서는 미국 전기차 업체 테슬라Tesla 대만의 펩리스,0
2024-11-11 15:00:00,국내에서는 <SK하이닉스>와 삼성전자 LG에너지솔루션 삼성바이오로직스 현대자동차 등 각 산업을 대표하는 회사들이 참여해 기업설명회를 열었다 해외에서는 미국 전기차 업체 테슬라 대만의 펩리스 반도체 회사,0
2024-11-11 15:00:00,<SK하이닉스> 역시 3대 약세로 19만 4천 원대를 등락 중입니다 신약 매출 부진에 셀트리온도 3가량 급락 중이고 그나마 스페이스 X 배터리 공급 소식에 LG에너지솔루션이 선방 중입니다 이 밖에 운송에선 미국의 관세,2
2024-11-11 15:00:00,최첨단 기술인 EUV Lithography 분야는 삼성전자 양유신 펠로우Fellow가 최신 메모리 기술은 에스케이<SK하이닉스> 길덕신 부사장이 반도체 제조 핵심기술인 원자층 증착ALD 분야는 노스 캐롤라이나North,0
2024-11-11 15:00:00,중국에 대규모 생산기지를 두고 있는 한국의 삼성전자와 <SK하이닉스>는 차이나 리스크와 미국 시장 사이에서 외줄타기를 해야 하는 상황에 직면했다 반도체 업계는 규제 강화를 계기로 글로벌 공급망이 미국과,0
2024-11-11 15:00:00,미국 기업은 물론 삼성전자와 <SK하이닉스> TSMC 등 세계 주요 반도체 기업이 미국에 공장을 짓는 대가로 보조금을 받을 예정이다 미국 상무부는 지난 4월 반도체법에 따라 TSMC에 애리조나주 반도체 공장 설립 보조금,0
2024-11-11 16:00:00,삼성전자 양유신 펠로우Fellow가 최첨단 기술인 EUV Lithography 분야와 <SK하이닉스> 길덕신 부사장의 최신 메모리 기술 노스 캐롤라이나North Carolina 대학 G Parsons 교수의 반도체 제조 핵심기술인 원자층 증착,0
2024-11-11 16:00:00,국내에서는 <SK하이닉스>와 삼성전자 LG에너지솔루션 삼성바이오로직스 현대자동차 등 각 산업을 대표하는 회사들이 참여해 기업설명회를 열었다 해외에서는 미국 전기차 업체 테슬라Tesla 대만의 펩리스,0
2024-11-11 16:00:00,시가총액 상위 종목 중 삼성전자351가 5만5000원에 장을 마치며 2년 1개월여 만에 최저가를 기록했으며 <SK하이닉스>394도 20만원선을 내줬다 아울러 셀트리온408 KB금융054 신한지주053,2
2024-11-11 16:00:00,특히 셀트리온이 전 거래일 대비 7400원408 밀린 17만4100원으로 가장 큰 내림폭을 기록했으며 <SK하이닉스>가 7900원394 떨어진 19만2600원으로 뒤를 이었다 그 외 시총 1위 삼성전자351 삼성전자우254,2
2024-11-11 16:00:00,국내에서는 <SK하이닉스>삼성전자현대자동차 등이 해외에서는 테슬라대만의 펩리스 반도체 회사 에이데이타Adata 등이 참석해 약 380건의 기업 미팅이 열린다 컨퍼런스 현장에서는 새로운 투자 기회를,0
2024-11-11 16:00:00,이외 시가총액 상위 종목에서 <SK하이닉스>394와 삼성전자우254 셀트리온408 KB금융054 신한지주053 등이 하락했다 반면 LG에너지솔루션439와 삼성바이오로직스030 현대차369 기아172,2
2024-11-11 16:00:00,<SK하이닉스>가 HBM3E5세대 고대역폭메모리 16단을 최초로 개발하며 업계가 요동치고 있다 이번 성과는 단순한 기술적 선행을 넘어 차세대 주력으로 떠오를 HBM4에서도 확실한 우위를 점할 수 있는 기반을,1
2024-11-11 16:00:00,<SK하이닉스>도 전 거래일보다 394 떨어진 19만 2천600원에 거래를 마쳤는데 최근 미국 대통령 선거 결과에 따라 반도체 부문에 대한 불확실성이 커졌기 때문으로 분석됩니다 전 거래일인 지난 8일 뉴욕증시에서,2
2024-11-11 16:00:00,기호일보  아침을 여는 신문 KIHOILBO 한강지키기운동 이천지역본부는 11일 <SK하이닉스>와 사회단체 지역주민 공무원 등이 참석한 가운데 팔당수계 수질보전을 위한 환경정화 활동을 펼쳤다 행사에는 김경희 시장과,0
2024-11-11 16:00:00,코스피 시가총액 상위 10개 종목 중 LG에너지솔루션439 삼성바이오로직스030 현대차369 기아172 등은 상승했지만 삼성전자351 <SK하이닉스>394 셀트리온408 삼성전자우254,0
2024-11-11 16:00:00,<SK하이닉스>000660와 삼성전자005930 LG에너지솔루션373220 삼성바이오로직스 현대자동차 등 각 산업을 대표하는 회사들이 참여해 기업설명회를 열었다 해외에서는 미국 전기차 업체 테슬라 대만의 펩리스,0
